review,sentiment
"CAUTION SPOILER: At the end of the movie it is announced that the bridge collapsed just a few days after it was captured. The impression is that the attack was all for nothing. In reality, taking the bridge at Remagen was the last important victory for the Western Allies. It was the crossing of the Rhine that the Allies had been trying to achieve for six months. Because the Remagen Bridge was taken, the war ended in just a few weeks.<br /><br />The bridge only need to last for a day after it was captured. This was enough time for the Americans to send combat engineers and a large protective force to the other side, and they could then start building a series of pontoon bridges. The taking of the bridge was a complete success, and meant the that the end of the war was near, and would not last through the summer. Contrary to the cynical nature of the film, the victory was heralded with elation by the troops who did it. They knew how vital the battle was.<br /><br />This film has little to do with real history. It was more a reflection of the cynical nature of the time in which it was produced.",negative
"For anyone who cares to know something about the real Diane Arbus, or who values psychological veracity, this film is abysmal. Arbus was a brilliant, talented, restless, and troubled person, but this film depicts her as completely self-involved, and truly bizarre in her taste and judgment. Kidman portrays her as wan and vague, whereas she was someone who knocked people over with her charisma. The totally fictional relationship that is central to the film is quite unbelievable, and Robert Downey is truly annoying in his smirking portrayal of someone who seems to think he's superior to the rest of the world simply because of his affliction. The film depicts this encounter as being the source of Arbus's interest in ""freaks,"" which is a truly banal explanation for the inspiration behind some of the greatest photographs of the 20th century. The mystery to me is why people of some talent and intelligence chose to be involved with this film in any way.",negative
"A very great movie.<br /><br />A big love story. Lots of sword fighting. Huge battle scenes. Heros and villains. Real history.<br /><br />Few in the West know much Chinese history. Chin Zchaundi founded China. The country is in fact named after him. Some are familiar with the terra cotta army recently unearthed. This is a historical epic of how he ended the Period of Contending States and unified China. He founded a dynasty that only last 14 years but it was immediately replaced by the Han dynasty that permanently defined Chinese civilization ever since.<br /><br />Chin (or the King of Zheng as he was known before he founded the empire)was roughly contemporaneous with Scipio, Hannibal, and Fabius in the West. The parallel Roman world dominance (West and East worlds) was achieved without a single towering personality like Chin. It would not be for another century before the West produced Caesar - the nearest comparable Western figure.<br /><br />Chin is shown very sympathetically here in the beginning but he develops over the course of the film into a ruthless despot. History only records the ruthless despot part but the sympathetic beginning leaves room for real character development over the course of this long film. The famous story about the meeting with the assassin is as true as any two thousand year old anecdote can be. Gong Li is lovely. She is the emotional core of the story. It all makes for great movie making.",positive
"I have watched this episode more often than any other TFTC episode, it is that enjoyable. And it is quite scary, but all in good, ghoulish fun. A woman kills her 2nd husband but runs into a problem when an escaped maniac in a ragged Santa Claus outfit decides to pay her and her little girl a visit at that very moment. Mary Traynor, who I seem to remember from SNL or some other TV comedy skit show, is the evil wife, and Larry Drake plays the lunatic in the dingy Santa outfit. I had forgotten Santa was played by Drake over the years. His Santa is an unstoppable force and quite frightening at times. You can probably guess how Santa finally gets into the house. The episode is played for laughs, but it also can be pretty intense at times.",positive
"It figures this is a French film, LOL, with the emphasis on young girls with much older men...why is it the French are so fixated on this kind of thing? When the age difference is this great, it really comes off as pervy! Valentina Cervi is beautiful (she bears a strong resemblance to Olivia Hussey, of Zeffirelli's '68 Romeo and Juliet, set in a similar period), but she looks about 15 and the actor playing Tassi, her painting instructor, looks...well, 50 is KIND.<br /><br />Other posters have done the work of explaining the historical record (unusually detailed in this case) of the real Artemisia, a great artist and one of the earliest recognized female painters of this period (17th century). Her story speaks to us in modern times particularly because of the age-old accusation that ""all great artists were men"" -- she pretty much blasts that assertion to bits -- and because the story of her rape trial is so poignant. Not only was she clearly assaulted, and forced into a degrading sexual relationship (because in those days marriage to your assaulter was the only way to avoid social shame), but Tassi was a serial rapist and possibly killed his wife and child.<br /><br />The movie does a terrible disservice by inverting this truly fascinating and remarkable real life story -- very dramatic and not in need of any ""spicing up"" -- because in some weird Frencified way, it's ""hotter"" to have an oversexed teenager drawing male sexual organs and having a hot love affair with a man old enough to be her grandfather. That's ""sexy"" -- the truth is boring and seems too feminist/politically correct.<br /><br />It also disturbs me that this is ONLY part of Artemisia life considered interesting enough to film. The fact that she painted for decades (her famous painting of Judith beheading Holfernes was painted AFTER, not before the rape), that she was the first woman admitted to the prestigious Florentine Academy, that she went on to have children...oh that's boring stuff. After all, that's about a middle aged woman and they aren't ""hot"" like teenagers.<br /><br />I understand that there is a lot of creative license in making a film (or a book) about a real historical character. You need to create dialog, have subplots, create dramatic structure. Certainly some details can be sacrificed -- it's no big deal if the dates are moved a few years, or if Artemisia is played by a blonde actress (when we know from her self portraits that she was a brunette...and a big boned one, not a skinny minny), or something like that. But to turn her story around on her, and make rape into a romance is actually sick and disturbing. It's even worse because the director is female. She should be horribly ashamed of herself!<br /><br />If you LIKE this (and I know some people could care less about the real woman artist and just like period costumes and hot sex), you will probably like ""Dangerous Beauty"" with Rufus Sewell and Catherine McCormack. Similarly based on heavily re-written history, with lots of heaving bosoms and jewel encrusted goblets: Bon Appetit!",negative
"What was the purpose of this film? I suggest it was to make a handful of actors and their producers and director a big payday for doing nothing. Even my favorite actor, Bruce Dern, couldn't keep my interest in this boring movie. A braindead ex-pugilist falls in with a weird woman and her relatives. He starts out as a fix-it man for the woman, and winds up beating a man and getting caught up in a kidnapping scheme. It was so confusing I can't even write a decent critique. If you see this one, my sweet, make sure it is after dark so you can go right to sleep.",negative
"Polyester was the very first John Water's film I saw, and I have to say that it was also the ""worst"" movie I had seen up to that point.<br /><br />Water's group of ""talent"" included several people who I am sure worked for food, and were willing to say the lines Waters wrote. Every thing about the movie is terrible, acting, camera, editing, and the story about a woman played by 300 lb transvestite Divine was purely absurd.<br /><br />That said, I have to recommend this film because it is very funny, and you won't believe the crap that happens to poor Francine. Her son huffs solvents and stomps unsuspecting women's feet at the grocery store. Her daughter is the sluttiest slut in town. Her husband is a cackling A-hole of a pornographer who does everything in his power to embarrass and humiliate poor Francine.<br /><br />Francine's only friend is played by Edith Massey, possibly the worst actress ever. Edith looks and sounds like she is reading the lines off a cue card and has never seen the script prior to filming.<br /><br />Despite all of Francine's travails, Waters cooks up a fabulous Hollywood ending and everyone (who survives) lives happily ever after.",negative
"This is a film about loneliness and how the distance  physical and emotional -- between people tends to stultify relationships.<br /><br />The narrative is simple to the point of banality: a young man Yusuf (Emin Toprak), from a rural village, arrives in Istanbul to stay with his older and successful cousin Mahmut (Muzaffer Ozdemir); Yusuf wants work in the big city. After trying for a few weeks to find work without any success, the strain of having Yusuf living with him is too much for Mahmut. They quarrel  nothing physical, just verbal. Eventually, Yusuf goes, leaving Mahmut alone again. End of story...<br /><br />Except for the fact that the performance of the two men as relatives is one of the best on film. Much is said visually; dialog is used to bring out disagreement, distrust, hostility, and insecurity that exist within and between the two men.<br /><br />There are many visual gems in this film. For example, while searching for work, young Yusuf, needing a relationship, tries in vain to gain the attention of various young women around the city. The look on his face, as he is thwarted every time, says it all.<br /><br />Or, wanting a cigarette, Yusuf opens the door to the balcony of Mahmut's apartment and lights up in the frigid December air, leaving the door open; Mahmut, eventually gets up from his work desk, walks to the door (all glass) and the cousins just look at each other for what seems way too long a time. Then Mahmut closes the door, leaving Yusuf out in the cold. The metaphor is complete.<br /><br />Or, Mahmut cleaning up after Yusuf, grudgingly and with increasing anger; and all the while, Yusuf wastes his time chasing skirts instead of looking seriously for work, and spends Mahmut's money on a toy for a nephew Yusuf is emotional, untidy, impulsive, and vulnerable. Mahmut is rational, logical, self-confident and a demanding control freak: the right-brain, left-brain dichotomy beautifully played out by two actors who say more with a look, a gesture, a frown than any words can convey.<br /><br />But, Mahmut is not completely emotionless: he still loves his ex-wife who tells him that she's off to Canada with her husband-to-be. Mahmut affects a distant and confident friendship with his ex, and makes sure that she is okay about going. He wishes her well. He says goodbye. He leaves the coffee shop where they were talking. Later when she calls to say a last goodbye, on the way to the airport, Mahmut goes there and secretly watches as she leaves. The poignancy of the emotion on his face, as she disappears through a door, is worth the wait.<br /><br />All in all, this is a standout piece of work by the two main actors and the director, Nuri Ceylan. Some might argue that the pace is too slow; but life goes slowly for much of the time, especially for those who are alone. The camera work is relatively simple also: choose the scene, set up the camera and lighting, and let the actors move across the scene, enter the scene and leave the scene, all the while keeping the camera still. There were a few panning shots, some high-angle tracking shots, a few rural scenes  but much of the film is shown as though on a stage with a fixed camera and a wide angle lens. Except for TV and radio music within the story, there is no music sound track. And, there are those many long silences as the two men sit and watch TV together and/or engage in very limited conversation.<br /><br />I saw this movie on TV so I was amused to see that, on a few occasions, I was watching TV as they were watching TV also. The silence in the movie matched the silence in my house (I was awake, all others in bed); my chair and position matched that of Mahmut's as he watched TV. Quite eerie, giving me a sense of almost 'being there' with him And, I guess I was, in a sense.<br /><br />I'll say no more, because I want you to savor the other scenes that I haven't described. It's not a movie for everybody, for sure. More than any movie I've seen, it shows just how much we die when we are all alone  just as we are all alone when we die. Mahmut's face, as it fades to black in the final scene, will stay with me for a long, long time...<br /><br />Highly recommended for serious movie buffs.",positive
"The title of this obscure and (almost righteously) forgotten 80's slasher inevitably reminds me of The Cure's mega-smash-monster hit song with the same title, hence a piece of the lyrics in the title-section of this user comment. Also, I didn't have anything else to say that was useful, anyway. But hey, ""The Forest"" isn't totally hopeless and not even *that* bad, actually. If nothing else, at least it obeys the, admittedly unwritten, first rule of 80's slasher: kill someone within the first 10 minutes of playtime. Sure you've heard about the basic premise of this film a dozen times before, but don't let that discourage you from watching it, as ""The Forest"" has a couple of things more to offer than just an appealingly sinister cover image. It's actually a bit of an atypical 80's slasher! The main characters aren't ordinary brainless teenagers and the script has solid ambitions towards supernaturalism. The concept isn't always successful, let alone plausible, but it's more than interesting enough to hold your attention and there are even are a couple of surprisingly strong moments of tension and plot twists to enjoy. Two married couples decide to go camping in the most isolated woods of California, but due to a stupid bet the wives travel separately from their husbands. Barely set up for the night, they receive uncanny visits from a mother looking for her two children, the children themselves and finally the father who's out hunting for human flesh. The demented family may be real or imaginary, but the women are definitely in danger and by the time their husbands arrive, they have already vanished. The men too encounter the family, and they find out more about the slightly dysfunction background. ""The Forest"" is a weird and unusual film, to say the least. It's not exactly a masterpiece of plotting, but the thoroughly strange atmosphere will certainly appeal to open-minded fans of 80's horror. The murders are fairly gruesome and will-filmed, including a slit throat and a painful saw-massacre, and the filming locations are stunningly beautiful. The more you contemplate about the story and its abrupt twists, the less it makes any sense, so my advice would just be to enjoy this odd viewing experience for as long as it lasts and not a minute longer. The acting performances are just above average, the music is okay and at least director Donald Jones (also responsible for the 70's exploitation-sickie ""Schoolgirls in Chains"") tried to be a little more creative that the majority of 80's horror films. Too bad it ultimately fails.",negative
I saw this in the summer of 1990. I'm still annoyed by how bad this movie is in 2001.<br /><br />Implausible plot. You'd have to be a child to think this could happen.<br /><br />I'm just really annoyed by it. Don't see this.,negative
"This movie is so bad they should burn the master. You cant spoil the plot because this movie doesn't have one. The graphics are less than fake, they're horrendous. Then you've got the rambling through the countryside star gazer work-a-holic who bounces between his own lunacy & the mad rantings of the crazed preacher. & when he finally makes it to DC, they don't even have the decency to kill him; the monster (which you don't know at the time) is already dieing but how ... who knows & of course it has the ultimate sappy ending... everybody else on the planet is dead or dieing but his family & a handful of stragglers survive. Imagine that! This will be the movie that C Thomas Howell will go to his grave regretting he ever starred in. It probably gives him nightmares.",negative
"""Welcome to Collingwood"" offers some of the most hilarious dialog in recent memory. Watching this comedy directed by the brothers Anthony and Joe Russo reminded us of maybe another film we had seen in the past, but since we missed the opening credits, we had to wait until the end to discover that what we were reminded of, was the 1958 Italian film ""Big Deal on Madonna Street"", directed by Mario Monicelli.<br /><br />The Russo brothers put together a magnificent cast to portray all the characters in the film. Anything with William H. Macy, Luis Guzman, Sam Rockwell, Patricia Clarkson, the late Michael Jeter, in it, can't be bad. Since this is an ensemble piece all characters get an opportunity in which to shine.<br /><br />The film presents us a group of inane would-be safe crackers from hell. No one could think these men could carry on a job like the one they undertake. Whatever could go wrong, and more, is what they succeed in doing. George Clooney makes a small appearance as the master safe cracker who is also seen impersonating a rabbi, only to be confused with a priest by the gang members coming out of Cossimo's funeral.<br /><br />The best way to enjoy the movie is to sit back and relax, and let all these small time crooks do their thing. Let their funny lines make you laugh, as anyone can see this gang is doomed from beginning to end!",positive
"This film is a very funny film. The violence is bad, the acting is...Well Dani, stick to singing or screaming or whatever the hell it is you usually do. The random chicks wearing hardly anything is just to catch sexually-frustrated goth lads in. Personally, i think this movie really does suck. The story and characters COULD be very good, if say the directing, the actors and other little nibby things were made better. But the film is just bad, the only reason why people like this piece of crap is because it has Danni in it. This film is possibly the worst B-rate film ever. And, believe me that's hard to achieve, especially when you're competing with Def by Temptation and over crappy excuses for ""serious"" horror movies. I'm not a CoF fan, and so i just see this as another rubbish movie...A really bad one. If Dani made this as a comedy then, good going him. Very well done. Over than that though, i rate it low, for it's crappiness. Watch it when you're in a happy, happy, joy, joy mode so you can laugh at everything or if you're high on multiple different types of drugs.",negative
"I had never heard of Robert Roy MacGregor before ""Rob Roy"" came out, but the movie is definitely worth seeing. Playing the title character, Liam Neeson brings the same spirit to the role that he brought to Oskar Schindler, and Jessica Lange also does a really good job as his wife Mary. Archibald Cunningham (Tim Roth) is one person very likely to make your skin crawl.<br /><br />All in all, this comes out as good as ""Braveheart"" (maybe even better). I laugh when I think of how Hollywood released two movies almost back-to-back taking a swipe at England. Very good. Also starring John Hurt, Eric Stoltz, Brian Cox and Jason Flemyng.",positive
"This is one of the worst movies I've seen in my life. If you're looking for a nice theatrical effect, skip it and watch something else.<br /><br />But if you're looking for camp-value, this is it. Here's my advice: Gather a few sarcastic friends and watch the movie strictly for the purpose of making fun of it.",negative
"It may interest people to know that this film was made without any recourse to Phoolan Devi herself and, when she did finally see parts of it, was so enraged that she announced that the film was not to be shown in India or she would cover herself in petrol and set fire to herself. I do not know whether it was shown at all or not, but given her standing at the time as a rising politician, I doubt it. Since then, I saw a report that she has been ousted from office and charged with further crimes from her Dacoit days, and has gone into hiding as a result.<br /><br />Her own concerns aside, this is an excellent film, made all the more so by its refreshingly brutal approach; none of the rose-tinted melodrama one might expect from a typical indian film. It should be stressed that concerns about how feminist the film's messages really are and the like are essentially irrelevant: it's a true story. Her misgivings are, it seems, not with what is depicted but with the way in which the film depicts her.",positive
"I came to NEW PORT SOUTH expecting a surrogate movie about the Columbine school massacre similar to Gus Van Sant's ELEPHANT and certainly the synopsis in the TV guide stating that a student sociopath rebels against the system did give me that impression but this is a very boring movie where little happens so consider yourself warned <br /><br />The story is about Maddox , a Chicago high school student who decides to strike back at what he perceives to be an authoritarian regime . The major problem is that the character is underwritten and the actor who plays him Blake Shields is unable to embellish any script deficiencies . You have the gut feeling that Maddox should have the evil charisma of Hitler , Saddam or Bin Laden but he never comes across as anything more than a petulant truculent teenager and it's impossible to believe he could rally any disciples . The subtext of you overthrow one manipulative authoritarian regime only to replace it with another manipulative regime is too obvious which means NEW PORT SOUTH is an entirely unconvincing drama that's not worth going out of your way to see",negative
"Nurse Betty was definitely one of the most creative movies that's been released lately. It was funny, but it also had many touching moments. Zellwegger, Freeman, Rock, Kinnear, & the rest of the cast made their incredibly weird characters seem real. The story took such twist & turns that made it incredibly enjoyable to watch. If you're sick of the recent formula movies, see Nurse Betty for something completely different. Go see this movie in the theater or at least rent it when it comes out!",positive
"it was a very well written movie, and the actors had a very exquisite way of portraying all the character. but as the movie came to an end i felt as if there was more but they forgot to put it on the dvd. maybe they are planning on making a sequel...well even if they don't it's a good movie and a good rental, but even a better purchase.",positive
"From the writer of ""What Ever Happened to Baby Jane?"" and ""Hush .. Hush, Sweet Charlotte,"" this tail-end of the sixties horror cycle has some eerie and campy fun. Micheál Macliammóir does a Victor Buono-type bit, but too often the movie totters dangerously close to a bad musical ... there's a particularly awful children's recital about halfway through. Debbie taps, tangos and tricks up a lá Harlow, while Winters' religious fanatic has a lesbian edge to her. Agnes Moorehead checks in as an evangelist. Weaver has nothing to do - and even has to pay a gigolo to dance with Debbie.",positive
"Perhaps I'm just a simple person, but I prefer movies that somehow make me care about the people in them. I couldn't care less about anyone in this movie. This was supposed to be a comedy? Maybe the humor was too subtle for me (all the way down to the nano-level). The thing about it is, it missed on so many things. There were characters that could have been funny, but they weren't. There were characters that you could have liked, but you didn't. For instance, the guy who thought the Beatles ripped off his songs. There was so much potential there, but all he did was talk like a Beatle and complain about how they ripped him off. Haha. And the previous poster talked about the 'I am the Walrus' scene like it was special. What? He played 'I am the Walrus' on an old piano and sang out of tune. Is there an inside joke there? It sure stank at face value. This movie has the feel to me of a movie people say they like because it sounds 'intellectual' or 'hip' to say you like it, that you get the whole metaphysical art/garbage message the artist is expressing. If you want to be entertained, stay away.",negative
"This movie wasn't just bad - it was terrible. After I watched it, I actually felt the need to TAKE A SHOWER to get the filth off of me. There is running 'gag' with an elderly couple making out, it is not funny, but it is disgusting. The monster make up was cool, but that is all. The continuity errors alone will have you angry - at least I was. The editing is really poor.<br /><br />Almost anything else you could possibly do would be better than spending time watching this movie. Even if your group of friends are into 'bad movies' this one is exceptional in its ineptitude, I couldn't even bring myself to laugh at it. You have been warned.",negative
"The Elegant Documentary -<br /><br />Don't watch this movie ... if you're an egotistical know-all student of physics. This much less than one percent (miniscule fraction) of the population may find that this show just tells them what they have already learned and already know.<br /><br />Do watch this movie! - If you're one of the massive majority of people that fall into the greater than 99% of the population that does not study or already have a sound knowledge of the theories of physics including Relativity, Quantum, String and M-theory.<br /><br />What a brilliantly architected documentary. Starting with some helpful historical background you will be lead step by elegant step into a Universe of pure magic - and dimensions beyond. I have always had a huge appreciation of Mathematics. This movie can easily give you an insight into what an exquisitely beautiful language mathematics is without making you feel like you're about to fail the grade.<br /><br />The show is repetitive at times as the original format was a mini-series split over three shows. It therefore makes sense to give us polite little reminders of the principles being presented. I found this immensely helpful as it kept reminding me of the multitude of questions and possible answers that make up this amazing tapestry of our very existence.<br /><br />We are all (and everything around us) is vibrational-energy with a natural tendency towards harmony. This movie may blow your mind - or at least help you realize that the universe is far far bigger than that which we see around us (even with the Hubble Telescope) and far far smaller than the protons and neutrons within the atoms we learned about in high-school. M-theory holds many magnificent magnitudes of 'possibility'.<br /><br />It just seemed so appropriate that all of this elegance should by it's very nature move (by admission by the many brilliant scientists presenting) out of the realm of Science and into the realm of Philisophy.<br /><br />You do not have to be religious at all to feel like this movie brought you one step closer to God.<br /><br />Bravo Brian Greene. Well done indeed.<br /><br />P.S. If you're interested in feeling even more comfortable and at home in your place in the Universe and would like some more insight into the 'possibilities' Quantum mechanics blended with Spirituality (of all things) can bring then I highly recommend that you also watch ""What the Bleep!? - Down the Rabbit Hole"". Yes I know they make a few silly mistakes by suggesting a Shaman may not be able to see a boat if he hasn't seen one before (my eyes process light reflections just fine - I see things everyday that I've never seen before) and brain cells are cells in the body that actually don't divide. But if you can get over these little hurdles and put down the things you don't like and hang on to those that you do - there is a lot to like about this film.<br /><br />Then watch ""The Secret"" (2006 documentary about The Law of Attraction - search for IMDb title ""tt0846789""). This information just might change your life profoundly - forever. If you search deeper you might even find the Universe is talking to us with thought (if you'll listen) - and some are - and that is truly incredible. There is a modern day Jesus/Mohammad/Buddha (those, among others, that history suggests have communicated with the non-physical) alive today and she lives in Texas. I know some of you know what I'm talking about.<br /><br />I do not consider myself religious by any traditional definition but I have never felt more at home or as comfortable in the Universe as I do now.",positive
"All the folks who sit here and say that this movie's weak link is the Ramones would probably say that Amadeus was ok if not for that irritating harpsichordist. Rock and Roll High School was centered around the Ramones. How anyone can watch this and not get a kick out of Joey Ramone eating bean sprouts backstage in an attempt to keep him in performing condition is obviously a wet blanket square daddy-o. Ms Trogar, exploding white mice, the hall patrols...instant classics. Nevermind the Riff Randell character.<br /><br />If you don't like the Ramones then you don't know rock and roll and you don't deserve to watch a movie called ROCK AND ROLL High School.",positive
"Ironically, although he can do the ""splits"", Thomas is a complete stiff as an actor. <br /><br />This film is seared into my memory as one of the most side-splittingly cheesy and incompetent movies I have ever seen. As such, I'm actually rather fond of it. <br /><br />Still,the only reason this gets more than one star is that Thomas is great shape, and it's fun to see his tiny, muscular body performing various feats of gymnastic skill on the oddly shaped rocks and poles scattered about the East European country side (including the infamous ""pommel horse"" shaped well cap in the middle of a village square that Thomas uses to plant his feet in the faces of various insane villagers). But let the poor guy open his mouth and try to emote, and any illusion that he might have a film career is immediately dashed to bits. <br /><br />Thomas at least had the excuse that he wasn't really an actor. Everyone else in the film - actors, director, editor, camera guys, etc. is at least as bad, or even worse, and most of them are professionals. So Kurt doesn't come off quite as badly as you might think. <br /><br />I hope poor Kurt took the money and ran. If anyone ever asks him to perform in a martial arts film again, I'll bet that Thomas kicks the guy in the face.",negative
"Lolita is a rebel and she's going to share to our wide open eyes some little sex stories, between sci-fi and fantasy... Well, this Surrender Cinema production is not very good: very bad acting, horrifying music and a story line without any story and any line. BUT, the sex scenes are pretty well done, lot of lesbian scenes, and Jacqueline Lovell, as beautiful as in The Exotic House Of Wax, offer to us a very good final and very hot strip show. For Lovell's fans only.",negative
"Fame did something odd. It was not only a musical that was created originally for the screen (most are based off of Broadway musicals), but it spawned a TV series and a Broadway musical. Let me correct that sentence. Fame is not a musical. Musicals have song numbers in order to advance the plot or to show characters' feelings. The singing in this music is not used to do either; in fact, there's no use for it at all. People just randomly sing to fit in with the plot. And that's not the type of musical I know.<br /><br />The so-called plot of Fame has an onslaught of characters (who are all introduced at once-last time I saw that in a movie [Gosford Park] it had disastrous results) who audition for, and get into, New York High School for the Performing Arts. All of them are in for different reasons-i.e. acting, singing, etc. Quote-unquote drama unfolds as these middle-aged people pretending to be teenagers go through their four years.<br /><br />My largest complaint is that the high school is supposed to be selective. After all, it's a free college, and they can't let everyone in. So how is it that some people who are really bad get into the college? Obviously so that drama could ensue between all of these different people. And why is the person top billed not even in the movie until near the end, for no reason at all, except to make us feel uncomfortable? There's many unsettling situations that these untalented people get into, yet you can't feel bad for them because you don't know who they are! These relationships occur between people whose names you don't know. And these characters realize things about themselves throughout the course of the movie, yet you don't realize that, because you don't know what they were like in the first place.<br /><br />As for the singing, it pops in randomly (and is supposed to be humorous?) and does nothing. When the title song is sung, it's played in the middle of a street and before you can say Ferris Bueller everyone's in the middle of the street dancing wildly and off-beat to it. The song itself is fine, but the whole scene, like the whole movie, is unnecessary. Fame is an unpleasant movie, to say the least. I would say more, but most of the movie has thankfully gone out of my head. Just don't see it. You'll be doing yourself a favor.<br /><br />My rating: 2/10<br /><br />Rated R for language.",negative
"From a poorly contrived plot line that makes almost no sense to bad dialogue and disjointed scenes to the ultimate downer, bad acting (even Peter Falk can't find his way) ""Finding John Christmas"" is better left lost. Ms. Bertinelli's performance is without depth or emotion as are her co-stars, William Russ as brother Hank and David Cubitt as love interest Noah. Jennifer Pisana as Soccoro, the daughter of single dad Noah is almost unbearable to watch let alone listen to singing. But who can blame them with material like this. Michael J. Murray's script is juvenile at best. <br /><br />Each year at this time I search the TV guides and wait anxiously for some of the really classic Christmas and inspirational holiday films to appear on the small screen. Films like ""Miracle on 34th Street"", Ernst Lubitsch's delightful ""The shop around the corner"" and, of course the 1951 version of ""Scrooge"". There's Frank Capra's classics ""It's a wonderful life"" and ""Meet John Doe"". Hey, forget the classics. What about ""Home Alone"" or "" Home for the Holidays"" with Holly Hunter and a great performance by Robert Downey Jr.? <br /><br />My present to you is by way of advice. Your time would be better spent searching out these films than finding ""Finding John Christmas"". Merry Christmas!",negative
"Back in 1994 the Power Rangers had become a huge franchise and t.v. executives at the USA Network were hoping to get in on the action and came up with the Tattooed Teenage Alien Fighters from Beverly Hills, in which the evil Emporer Gorganus, who looks like he's wearing a home made Darth Vader costume, and his talking bird, that looks like a rubber dog chew toy, come to earth to invade it using giant monsters that look like rejects from a 1970's Godzilla film. Fortunately Nimbar an alien that looks like a giant piece of clear jello recruits four teenagers to defend the earth, Nimbar gives them each a tattoo of a different star constellation that allows them to transform into buffed up superheros who look like dancers from an eighties tech no music video, they could also combined into a giant knight. Forty episodes were made. The USA Network clearly did not have the money to try to adapt a show from Japan like Power Rangers did, and made up this show on their own using the budget of a 1950's scifi film. The fights scenes are generic, the special effects are poor, and some of the sets look like they could fall down. The actors pretty much realized how ridiculous the show was and pretty much ham it up and overact. I can only imagine their shock when the show was cancel led.",negative
"I expected this film to be a run-of-the-mill 1930's romance. Boy meets girl, they fall in love, boy loses girl, boy wins her back in the end. It wasn't like that at all. Clark Gable plays con artist Eddie with all his usual charisma and mischievous eyebrow raising. He is hiding out from the cops when he bursts into Ruby (Jean Harlow)'s apartment, to find her covered in bubbles in the bathtub, no less. Instant chemistry.She plays hard to get for a while, but a girl can only resist that grin for so long. The heat between them is evident, and there are some scenes that are definitely pre-production code! When a blackmail job goes bad and Ruby ends up in a boarding house for ""troubled girls"", she is miserable and, thanks to the ragging her roommate gives her, begins to believe that Eddie will never come for her. Harlow plays the hard-nosed, fast talking Ruby perfectly. She never lets Gable get all the good lines! There is an especially moving scene with her playing ""their song"" on the piano that is acted perfectly. The last fifteen minutes have me crying every time. A truly sweet romance.",positive
"Gary Cooper and a marshal change identities, since they both agree Cooper would be more efficient facing the outlaws. What is remarkable in this film are the costumes, both the marshal´s and Steve Cochran´s who is the bad guy. Cochran wears his guns backwards, probably to be able to crossdraw. The film starts quite excitingly with a showdown with Wild Bill Hickok. Ruth Roman, looking very pretty is the marshal´s fiancee. There is plenty of action, never a dull moment, but you have to concentrate, because the story is a bit complicated. Good entertainment.",positive
"This, ""Prodigal Son"" and ""Eastern Condors"" are my favourite Sammo Hung films. The Fat Dragon is fatter in this outing than he was in ""Condors"", but he's no less sure-footed as director or actor. He is, in fact, at the top of his form and delivers a devastating, brutal actioner that boasts half a dozen amazing sequences and manages to tell a compassionate, sweet love story also. Love and romance are not the director's priorities here, but they serve as curious adjuncts to the action, and insure that viewers don't hit the fast-forward button between the physical clashes.<br /><br />The opening scene, which features a funny light sabre duel, sets a solid but deceptive tone. A sequence in which Sammo's pedicab is chased by a car is beautifully staged and sweetened with a sharp, comic tone. The fast and furious stick fight between Sammo and Lau Kar Leung is a model of dazzling choreography and sharp, superb direction, and easily one of the best ever of its type. The film's violence escalates slowly until, finally, when the climactic showdown comes, we are subjected to some of the most brutal altercations ever seen in a Sammo production. The director/actor's assault on Billy Chow and a house filled with angry, menacing opponents is a bone-cracking, physically punishing delight.<br /><br />Terrific on every level and one of the best martial arts movies ever made.<br /><br />Great score, too.",positive
"The worst movie I have ever seen. The sound quality was bad, the cutting of the scenes was even worse and above all it was not logic and it had no speed...<br /><br />I first tought: ""Oh No, I don't want the trail that proves that poor Patrick was an innocent killer"". But this turned out to be even worse. Typically in this American film you get a super-hint or no hints at all. I want very tiny small hints that direct you to the killer. The audience isn't involved. And now, when I don't get any hints at all, you can expect a several 's/he-is-the-killer' sweeps in the end. And that is not all. ah... This is hopeless, lets make an end to it...<br /><br />In one word: Disgusting..<br /><br />",negative
